,name,site,list
2356,RNY1_gene,c,"['hY1', 'Y1']"
2357,RNY3_gene,c,"['Y3', 'hY3']"
2358,RNY4_gene,c,['hY4']
2359,RNY5_gene,c,"['Y5', 'hY5']"
2360,ROBO4_wt_Allele,c,['MRB']
2361,RORC_gene,c,['TOR']
2362,ROS1_wt_Allele,c,['ROS']
2363,RP24_gene,c,['RP24']
2364,RP9_gene,c,['PAP-1']
2365,RPE_gene,c,['RPE']
2366,RPIA_gene,c,['RPI']
2367,RPL10_gene,c,"['L10', 'QM']"
2368,RPL10_wt_Allele,c,['QM']
2369,RPL10A_gene,c,['L10A']
2370,RPL11_gene,c,['uL5']
2371,RPL12_gene,c,['L12']
2372,RPL13_gene,c,['L13']
2373,RPL14_gene,c,['L14']
2374,RPL17_gene,c,['L17']
2375,RPL18_gene,c,['L18']
2376,RPL18A_gene,c,['L18A']
2377,RPL22_gene,c,"['L22', 'EPSTEIN-BARR ASSOCIATED PROTEIN']"
2378,RPL23_gene,c,['L23']
2379,RPL23A_gene,c,['L23A']
2380,RPL24_gene,c,['L24']
2381,RPL26_gene,c,['L26']
2382,RPL27_gene,c,['L27']
2383,RPL28_gene,c,['L28']
2384,RPL3_gene,c,['L3']
2385,RPL30_gene,c,['L30']
2386,RPL31_gene,c,['L31']
2387,RPL32_gene,c,['L32']
2388,RPL34_gene,c,['L34']
2389,RPL37_gene,c,['L37']
2390,RPL37A_gene,c,['L37A']
2391,RPL39_gene,c,['L39']
2392,RPL4_gene,c,['L4']
2393,RPL41_gene,c,['L41']
2394,RPL5_gene,c,['uL18']
2395,RPL5_wt_Allele,c,['L5']
2396,RPL7_gene,c,['L7']
2397,RPL8_gene,c,['L8']
2398,RPL9_gene,c,['L9']
2399,RPLP0_gene,c,['P0']
2400,RPLP1_gene,c,['LP1']
2401,RPLP2_gene,c,['P2']
2402,RPRD1B_gene,c,['K-H']
2403,RPS10_gene,c,['S10']
2404,RPS11_gene,c,['S11']
2405,RPS13_gene,c,['S13']
2406,RPS15_gene,c,['S15']
2407,RPS15A_gene,c,['S15A']
2408,RPS16_gene,c,['S16']
2409,RPS17_gene,c,['S17']
2410,RPS18_gene,c,['S18']
2411,RPS19_gene,c,['S19']
2412,RPS19_wt_Allele,c,"['DBA1', 'S19']"
2413,RPS2_gene,c,['S2']
2414,RPS20_gene,c,"['S20', 'uS10']"
2415,RPS20_wt_Allele,c,['uS10']
2416,RPS21_gene,c,['S21']
2417,RPS23_gene,c,"['S23', 'uS12']"
2418,RPS24_gene,c,['S24']
2419,RPS25_gene,c,['S25']
2420,RPS26_gene,c,"['eS26', 'S26']"
2421,RPS27_gene,d,['MPs']
2422,RPS27_wt_Allele,c,['S27']
2423,RPS28_gene,c,['S28']
2424,RPS29_gene,c,"['S29', 'uS14']"
2425,RPS3_gene,c,['S3']
2426,RPS3_wt_Allele,c,['S3']
2427,RPS3A_gene,c,['S3A']
2428,RPS5_gene,c,['S5']
2429,RPS6_gene,c,['S6']
2430,RPS6KA1_gene,c,['HU-1']
2431,RPS6KA2_gene,c,['HU-2']
2432,RPS6KA3_gene,c,['HU-3']
2433,RPS7_gene,c,['eS7']
2434,RPS8_gene,c,['S8']
2435,RPS9_gene,c,['S9']
2436,RPSA_gene,c,['SA']
2437,RPSAP11_gene,c,['LAMR']
2438,RPUSD2_gene,c,['PUS9']
2439,RRAD_wt_Allele,d,['Rad']
2440,RREB1_gene,c,['HNT']
2441,RRM1_gene,c,['R1']
2442,RRM1_wt_Allele,c,['RR1']
2443,RS1_gene,d,['rs1']
2444,RSC1A1_gene,c,['RS1']
2445,RSF1_gene,c,['p325']
2446,RSF1_wt_Allele,c,['RSF']
2447,RSL1D1_gene,c,['L12']
2448,RSU1_gene,c,['RSP-1']
2449,RTL1_gene,d,['rtL']
2450,RTL3_gene,c,['Mar3']
2451,RTP1_gene,c,['receptor transporter protein 1']
2452,RXFP2_gene,c,['HO']
2453,RYR1_gene,c,['RYR']
2454,S100A6_gene,c,['CACY']
2455,S100B_wt_Allele,c,['NEF']
2456,S11_gene,c,['S11']
2457,SA17_gene,c,['S9']
2458,SAA1_gene,c,['SAA']
2459,SACS_gene,d,"['sacs', 'sacs,']"
2460,SAFB_gene,c,['HET']
2461,SAG_gene,c,['SAG']
2462,SAGE1_gene,c,['cancer/testis antigen 14']
2463,SAI1_gene,c,['TRANSFORMATION SUPPRESSOR 1']
2464,SAMD4A_gene,c,"['Smaug', 'SMG']"
2465,SAMHD1_gene,c,['DCIP']
2466,SAPCD2_gene,c,['p42.3']
2467,SAR1A_gene,c,['SAR1']
2468,SARM1_gene,c,['SARM']
2469,SARNP_gene,c,"['CIP29', 'HEPATOCELLULAR CARCINOMA 1', 'Hepatoma 1']"
2470,SARNP_wt_Allele,d,['HCC']
2471,SARS_gene,c,['SERRS']
2472,SARS2_gene,c,"['SERS', 'SYS']"
2473,SART1_gene,c,['HAF']
2474,SASH3_gene,c,['SLY']
2475,SAT1_wt_Allele,c,['SAT']
2476,SAV1_gene,c,"['SAV', 'salvador', 'SAV1']"
2477,SCARB1_gene,c,"['SR-BI','CLA1']"
2478,SCG5_gene,c,"['SgV', '7B2']"
2479,SCGB1A1_gene,c,"['CCSP', 'CC10']"
2480,SCGB1D1_gene,c,['LIPA']
2481,SCGB1D4_gene,c,['IIS']
2482,SCGB2B3P_gene,c,['C2B']
2483,SCGB3A1_gene,c,"['HIN1', 'HIN-1', 'PnSP-2']"
2484,SCGN_gene,c,['SECRET']
2485,SCN10A_gene,c,['NAV1.8']
2486,SCN11A_gene,c,['NaN']
2487,SCN5A_gene,c,"['HB1', 'IVF', 'HB2']"
2488,SCN8A_gene,c,['NAV1.6']
2489,SCN9A_gene,c,"['NAV1.7', 'ETHA']"
2490,SCRIB_gene,d,"['Scrib/Vart', 'Scrib', 'Scrib,']"
2491,SCT_gene,c,['SCT']
2492,SCXA_gene,c,['SCX']
2493,SCYL1_gene,c,['NKTL']
2494,SDC1_gene,c,['SDC']
2495,SDCBP_gene,c,['MDA-9']
2496,SDCBP2_gene,c,"['ST2', 'ST-2']"
2497,SDF2_gene,c,['STROMAL CELL-DERIVED FACTOR 2']
2498,SDHA_gene,c,['FP']
2499,SEC14L2_gene,c,['SPF']
2500,SEC23B_gene,c,"['HEMPAS', 'CDA-II']"
2501,SEC61G_gene,c,['SSS1']
2502,SECTM1_gene,c,"['K12', 'Kprotein']"
2503,SELENBP1_gene,c,"['hSP56', 'MTO']"
2504,SELENOF_gene,c,['SEP15']
2505,SELENOI_gene,c,['SELENOPROTEIN I']
2506,SELENOM_gene,c,['SEPM']
2507,SELENOP_gene,c,['SeP']
2508,SELENOT_gene,c,['SELT']
2509,SELL_gene,c,"['Leu-8','LEU8']"
2510,SELL_wt_Allele,c,['LAM-1']
2511,SELP_gene,c,['SELP']
2512,SEMA6A_gene,c,['SEMA']
2513,SEMA6A_wt_Allele,c,['VIA']
2514,SENCR_gene,c,['LONG NONCODING RNA 9']
2515,SEPSECS_gene,c,"['SLA/LP', 'LP']"
2516,SEPT4_gene,c,['MART']
2517,SERPINA1_gene,c,['PROTEASE INHIBITOR 1']
2518,SERPINA1_wt_Allele,c,['AAT']
2519,SERPINA4_gene,c,"['KALLISTATIN', 'KST', 'PROTEASE INHIBITOR 4', 'PI4']"
2520,SERPINB1_gene,c,['EI']
2521,SERPINB10_gene,c,['PROTEASE INHIBITOR 10']
2522,SERPINB13_gene,c,['PROTEASE INHIBITOR 13']
2523,SERPINB3_wt_Allele,c,['SCC']
2524,SERPINB5_gene,c,['PI5']
2525,SERPINB6_gene,c,"['PTI', 'PROTEASE INHIBITOR 6', 'PI6']"
2526,SERPINB8_gene,c,"['PI8', 'PROTEASE INHIBITOR 8']"
2527,SERPINB9_gene,c,['PI9']
2528,SERPINB9_wt_Allele,c,"['PI-9', 'CAP-3']"
2529,SERPINC1_gene,c,['ATIII']
2530,SERPINC1_wt_Allele,c,['AT3']
2531,SERPIND1_gene,c,"['LS2', 'HC-II']"
2532,SERPIND1_wt_Allele,c,['HCII']
2533,SERPINE2_gene,c,"['PI7', 'PROTEASE INHIBITOR 7']"
2534,SERPINF2_gene,c,['PLI']
2535,SERPINF2_wt_Allele,c,['API']
2536,SERPINI1_gene,c,['PROTEASE INHIBITOR 12']
2537,SET_gene,c,['SET Gene']
2538,SETD2_wt_Allele,c,['HIP-1']
2539,SETP1_gene,c,['SETP']
2540,SF3B2_gene,c,['Cus1']
2541,SFRP1_gene,c,['FRP-1']
2542,SFRP2_gene,c,['FRP-2']
2543,SFRP4_wt_Allele,c,['PYL']
2544,SFSWAP_gene,c,['SWAP']
2545,SFTA3_gene,c,['SPH']
2546,SFTPA1_gene,c,"['PSPA', 'SPA', 'SP-A']"
2547,SFTPB_gene,c,"['surfactant protein B', 'SPB']"
2548,SFTPC_gene,c,"['SP-C', 'surfactant protein C', 'SPC']"
2549,SGCB_gene,c,['SGC']
2550,SGK1_gene,c,['SGK']
2551,SGMS1_gene,c,['MOB']
2552,SGO1_wt_Allele,c,['CAID']
2553,SGPL1_gene,c,['SPL']
2554,SGTA_gene,c,['SGT']
2555,SH2B2_wt_Allele,c,['APS']
2556,SH2B3_gene,c,['LNK']
2557,SH2D1A_gene,c,"['EBVS','XLP']"
2558,SH2D1A_wt_Allele,c,"['LYP', 'EBVS', 'XLP']"
2559,SH2D3C_gene,c,['NSP3']
2560,SH2D3C_wt_Allele,c,['CHAT']
2561,SH2D4A_gene,c,['SH2A']
2562,SH3BP5_gene,c,['SAB']
2563,SH3GLB1_gene,c,['Bif-1']
2564,SH3KBP1_gene,c,['CIN85']
2565,SH3PXD2A_gene,c,['five SHdomains']
2566,SHANK2_gene,c,['SHANK']
2567,SHB_gene,c,['SHB']
2568,SHC1_wt_Allele,c,['SHC']
2569,SHC2_gene,c,['SLI']
2570,SHC3_wt_Allele,c,['RAI']
2571,SHD_gene,c,['SHD']
2572,SHE_gene,c,['SHE']
2573,SHF_gene,c,['SHF']
2574,SHKBP1_gene,c,['SB1']
2575,SHMT1_gene,c,['kDa protein']
2576,SHOX2_gene,c,['SHOT']
2577,SHPK_gene,c,['SHK']
2578,SIAE_wt_Allele,c,['CSEC']
2579,SIGLEC12_gene,c,['SLG']
2580,Signaling_Pathway_Gene,c,"['Signaling Gene', 'cell signaling Gene', 'Signal Transduction Gene']"
2581,SIK1_gene,c,['msk']
2582,SIM2_gene,c,['SIM']
2583,SINHCAF_gene,c,['TERA']
2584,SKAP2_gene,c,['SAPS']
2585,SKAP2_wt_Allele,c,['SAPS']
2586,SKI_wt_Allele,c,['SKV']
2587,SKIV2L_gene,c,['170A']
2588,SKP1_gene,c,['SKP1']
2589,SLA_gene,c,"['SLAP', 'SLA']"
2590,SLAMF1_gene,c,['SLAM']
2591,SLAMF7_gene,c,"['19A', 'CS1']"
2592,SLBP_gene,c,['histone binding protein']
2593,SLC10A2_gene,c,['ISBT']
2594,SLC10A3_gene,c,['P3']
2595,SLC10A5_gene,c,['P5']
2596,SLC12A2_gene,c,['BSC']
2597,SLC12A3_gene,c,"['NCC', 'NCCT']"
2598,SLC13A5_gene,c,"['INDY', 'NACT']"
2599,SLC14A2_gene,c,['UTR']
2600,SLC17A5_gene,c,"['NSD', 'SLD']"
2601,SLC19A2_gene,c,['THT1']
2602,SLC1A5_wt_Allele,c,['R16']
2603,SLC22A12_gene,c,['RST']
2604,SLC22A16_gene,c,['CT2']
2605,SLC22A18_gene,c,['ITM']
2606,SLC22A18_wt_Allele,c,['HET']
2607,SLC25A11_gene,c,['OGC']
2608,SLC25A16_gene,c,['GDA']
2609,SLC25A18_gene,c,['GC2']
2610,SLC25A22_gene,c,['GC1']
2611,SLC25A29_gene,c,['CACL']
2612,SLC25A3_gene,c,['PHC']
2613,SLC25A32_gene,c,['MFT']
2614,SLC25A40_gene,c,['MCFP']
2615,SLC26A3_gene,c,['DRA']
2616,SLC26A3_wt_Allele,c,['DRA']
2617,SLC26A5_gene,c,['PRES']
2618,SLC26A8_gene,c,['TAT1']
2619,SLC28A2_gene,d,['ITPA']
2620,SLC2A4RG_gene,c,['Si-1-2']
2621,SLC33A1_gene,c,['AT-1']
2622,SLC34A1_gene,c,['NPT2']
2623,SLC35A2_gene,c,['UGT']
2624,SLC38A5_gene,c,['SN2']
2625,SLC38A6_gene,c,['NAT-1']
2626,SLC3A2_gene,c,"['4F2', '4F2HC', 'heavy chain']"
2627,SLC44A4_gene,c,['TPPT']
2628,SLC44A5_gene,c,['CTL5']
2629,SLC45A2_wt_Allele,c,"['AIM-1', '1A1']"
2630,SLC46A1_wt_Allele,c,['G21']
2631,SLC49A4_gene,c,['renal cell carcinoma 4']
2632,SLC4A1_gene,c,"['AE1', 'SW']"
2633,SLC4A1_wt_Allele,c,['EPB']
2634,SLC4A2_gene,c,['AE2']
2635,SLC4A3_gene,c,['AE3']
2636,SLC4A9_gene,c,['AE4']
2637,SLC50A1_gene,c,['slv']
2638,SLC5A5_gene,c,['NIS']
2639,SLC5A7_gene,c,['CHT']
2640,SLC5A8_gene,c,['AIT']
2641,SLC6A10P_gene,c,['CT-2']
2642,SLC6A4_gene,c,"['SERT', 'HTT', '5-HTT']"
2643,SLC6A7_gene,c,['PROT']
2644,SLC7A1_gene,d,"['cats,', 'cats.', 'cat', 'cats', 'k(cat)', 'MMP-9-CAT-AP-1', 'CAT', 'GTR+CAT', 'pX-CAT']"
2645,SLC7A1_gene,c,['CAT-1']
2646,SLC7A10_gene,c,['asc-1']
2647,SLC7A2_gene,c,['CAT-2']
2648,SLC7A3_gene,c,['CAT-3']
2649,SLC7A4_gene,c,"['CAT-4', 'VH']"
2650,SLC7A5_gene,c,['E16']
2651,SLC7A6_gene,c,"['LAT-2', 'LAT3']"
2652,SLC7A8_gene,c,['LAT2']
2653,SLCO1C1_gene,c,['OATP1']
2654,SLCO2A1_gene,c,['PGT']
2655,SLIRP_gene,c,['DC50']
2656,SLK_gene,c,['SLK']
2657,SLU7_gene,c,['9G8']
2658,SMAD4_wt_Allele,c,['JIP']
2659,SMAD5_AS1_gene,c,['DAMS']
2660,SMARCB1_gene,c,['RDT']
2661,SMC2_gene,c,['CAP-E']
2662,SMC4_gene,c,['CAP-C']
2663,SMDT1_gene,c,"['EMRE', 'DDDD']"
2664,SMG1_gene,c,['ATX']
2665,SMIM24_wt_Allele,c,['MARDI']
2666,SMO_wt_Allele,c,['Gx']
2667,SMOX_gene,c,['PAO1']
2668,SMPX_gene,c,['CSL']
2669,SMR3A_gene,c,['PBI']
2670,SMR3B_gene,c,['P-B']
2671,SMTNL1_gene,c,['CHASM']
2672,SMUG1_gene,c,['FDG']
2673,SNAI1_gene,c,['SNA']
2674,SNAP25_wt_Allele,c,"['SUP', 'SNAP']"
2675,SNHG32_gene,c,['G8']
2676,SNORA2C_gene,c,['ACA34']
2677,SNORA44_gene,c,['ACA44']
2678,SNORA54_gene,c,['ACA54']
2679,SNORA62_gene,c,['E2-1']
2680,SNORA63E_gene,c,['E3-2']
2681,SNORA67_gene,c,['U67']
2682,SNORA69_gene,c,['U69']
2683,SNORA72_gene,c,['U72']
2684,SNORA73A_gene,c,['E1-7']
2685,SNORA73B_gene,c,['E1c']
2686,SNORA75_gene,c,['U23']
2687,SNORD118_gene,c,['U8']
2688,SNORD14A_gene,c,['U14']
2689,SNORD16_gene,c,['U16']
2690,SNORD20_gene,c,['U20']
2691,SNORD21_gene,c,['U21']
2692,SNORD22_gene,c,"['RNA Y', 'U22']"
2693,SNORD24_gene,c,['U24']
2694,SNORD25_gene,c,['U25']
2695,SNORD26_gene,c,['U26']
2696,SNORD27_gene,c,['U27']
2697,SNORD28_gene,c,['U28']
2698,SNORD31_gene,c,['U31']
2699,SNORD32A_gene,c,['U32']
2700,SNORD33_gene,c,['U33']
2701,SNORD34_gene,c,['U34']
2702,SNORD3B_1_gene,c,['U3a']
2703,SNORD3C_gene,c,['U3-3']
2704,SNORD3P2_gene,c,['U3.2']
2705,SNORD3P3_gene,c,"['U3.5', 'u3.7']"
2706,SNORD3P4_gene,c,['U3.6']
2707,SNORD42A_gene,c,['U42']
2708,SNORD44_gene,c,['U44']
2709,SNORD46_gene,c,['U40']
2710,SNORD47_gene,c,['U47']
2711,SNORD50A_gene,c,['U50']
2712,SNORD51_gene,c,['U51']
2713,SNORD53_gene,c,['U53']
2714,SNORD54_gene,c,['U54']
2715,SNORD57_gene,c,['U57']
2716,SNORD61_gene,c,['U61']
2717,SNORD76_gene,c,['U76']
2718,SNORD78_gene,c,['U78']
2719,SNORD79_gene,c,['U79']
2720,SNORD83A_gene,c,['U83A']
2721,SNORD86_gene,c,['U86']
2722,SNORD87_gene,c,['U87']
2723,SNORD94_gene,c,['U94']
2724,SNRNP70_gene,c,"['Snp1', 'U1-70K']"
2725,SNU13_gene,c,['15.5K']
2726,SNX1_gene,c,['SORTING NEXIN 1']
2727,SORBS3_gene,c,"['vinexin', 'VINEXIN-BETA']"
2728,SORD_gene,c,['SORBITOL DEHYDROGENASE 2\t']
2729,SOSTDC1_gene,c,['WISE']
2730,SOX10_wt_Allele,c,['DOM']
2731,SP2_gene,c,['SP2']
2732,SP4_gene,d,"['SP4-2', 'SP4', '(SP4']"
2733,SP5_gene,c,['SPECIFICITY PROTEIN 5']
2734,SPAG11A_gene,c,['HE2']
2735,SPAG11B_gene,c,['EP2']
2736,SPAG17_gene,c,['PF6']
2737,SPAG5_gene,c,['DEEPEST']
2738,SPAG9_gene,c,"['PHET', 'JLP']"
2739,SPAM1_gene,c,['PH-20']
2740,SPANXC_gene,c,['CTP11']
2741,SPATA1_gene,c,['SP-2']
2742,SPATA2L_gene,c,['tamo']
2743,SPEN_gene,c,['SHARP']
2744,SPEN_wt_Allele,c,['SHARP']
2745,SPG21_gene,c,['MAST']
2746,SPG7_gene,c,"['CELL ADHESION REGULATOR', 'PGN']"
2747,SPIN1_gene,c,['SPIN']
2748,SPIN2B_gene,c,['SPIN-2']
2749,SPINK1_wt_Allele,c,['TATI']
2750,SPINK5_gene,c,['NETS']
2751,SPINK6_gene,c,['protease inhibitor H']
2752,SPINT2_gene,c,['Kop']
2753,SPINT2_gene,d,"['(HAI-F', 'HAI']"
2754,SPNS1_gene,d,['nrs']
2755,SPOP_gene,d,['(SPop-Spip']
2756,SPP1_gene,c,['ETA-1']
2757,SPRN_gene,c,['SHO']
2758,SPTBN1_gene,c,['ELF']
2759,SPX_gene,c,['SPX']
2760,SRA1_gene,c,['SRA']
2761,SRC_gene,c,['AVIAN SARCOMA VIRUS']
2762,SRCIN1_gene,c,['SNIP']
2763,SREBF2_AS1_gene,c,['RP5']
2764,SRFBP1_gene,c,['p49']
2765,SRGN_gene,c,['PRG']
2766,SRI_gene,c,['SRI']
2767,SRL_gene,c,"['SAR', 'SRL']"
2768,SRMS_gene,c,['SRM']
2769,SRR_gene,c,['SRR']
2770,SRRT_gene,c,['serrate']
2771,SRY_gene,c,['TDF']
2772,SRY_wt_Allele,c,['TDF']
2773,SSAV1_gene,c,['GLV']
2774,SSNA1_gene,c,['N14']
2775,SSR1_gene,d,['alpha (LTalpha) expression in HIV trapping']
2776,SSX1_gene,c,['CT5.1']
2777,ST11_gene,c,['ST11']
2778,ST13_gene,c,['P48']
2779,ST20_gene,c,"['HCCS-1', 'ST20']"
2780,ST5_gene,c,"['p126', 'HELA TUMOR SUPPRESSION']"
2781,ST6GALNAC1_gene,d,"['StyI', 'StyI,']"
2782,ST8_gene,c,"['OVCS', 'ST8']"
2783,ST8SIA4_gene,c,"['PST', 'PST1']"
2784,STAB2_gene,c,['HARE']
2785,STAC_gene,c,['STAC']
2786,STAG1_gene,c,"['SA1', 'SA-1']"
2787,STAG2_gene,c,['SA2']
2788,STAM_gene,c,['STAM']
2789,STAP2_gene,c,['BKS']
2790,STAT3_wt_Allele,c,['HIES']
2791,STC1_gene,c,['STC']
2792,STH_gene,c,['STH']
2793,STIL_wt_Allele,c,['SIL']
2794,STK10_gene,c,['LOK']
2795,STK19_gene,c,['G11']
2796,STK26_gene,c,['MASK']
2797,STK38_gene,c,['NDR']
2798,STK4_gene,c,['LOK']
2799,STMN1_gene,c,"['Lag', 'oncoprotein 18']"
2800,STMN3_gene,d,["STMN1 3'"]
2801,STOML1_gene,c,['SLP-1']
2802,STOML2_gene,c,['SLP2']
2803,STOML3_gene,c,['SRO']
2804,STRADA_gene,d,"['STRADA study', 'STRADA study,']"
2805,STRN4_gene,c,['ZIN']
2806,STT3A_gene,c,"['INTEGRAL MEMBRANE PROTEIN 1', 'TMC']"
2807,STT3B_gene,c,['SIMP']
2808,STX2_gene,c,['EPM']
2809,STYK1_gene,c,['NOK']
2810,SUCLA2_gene,c,['A-BETA']
2811,SUCLG1_gene,c,['G-ALPHA']
2812,SUCLG2_gene,c,['G-BETA']
2813,SUCO_gene,c,['OPT']
2814,SULT1E1_wt_Allele,c,['EST-1']
2815,SUSD6_gene,c,['DRAGO']
2816,SV2A_gene,c,['SV2']
2817,SVIP_gene,c,['SVIP']
2818,SYCN_gene,c,['SYL']
2819,SYMPK_gene,c,"['SPK', 'SYM']"
2820,SYNC_gene,c,['SYNC']
2821,SYNE1_gene,c,['8B']
2822,SYNE2_gene,c,['NUANCE']
2823,SYNPR_gene,c,['SPO']
2824,SYNRG_gene,d,['synG ']
2825,SYT3_gene,d,"['3 of the synaptotagmin', '3 of the C2A domain of synaptotagmin']"
2826,TAAR1_gene,c,['TA1']
2827,TAAR6_gene,c,['TA4']
2828,TAAR9_gene,c,['TA3']
2829,TAC1_gene,c,"['NK2', 'NPK']"
2830,TAC4_gene,c,['HK-1']
2831,TACC2_gene,c,['AZU-1']
2832,TACR3_gene,c,"['NK3', 'NKR']"
2833,TAF1_gene,c,['TATA-BINDING PROTEIN-CONTAINING COMPLEX']
2834,TAF1_wt_Allele,c,['OF']
2835,TAF8_wt_Allele,c,"['TAF','HEMA']"
2836,TAOK2_gene,c,['PSK']
2837,TAOK3_gene,c,"['DPK', 'JIK']"
2838,TAOK3_wt_Allele,c,['KDS']
2839,TAP1_wt_Allele,c,['Y3']
2840,TAP2_wt_Allele,c,['Y1']
2841,TARBP1_gene,c,['TAR RNA-BINDING PROTEIN 1']
2842,TARBP2_gene,c,['LOQS']
2843,TARBP2_wt_Allele,c,['LOQS']
2844,TAS2R7_gene,d,"['(trB4', 'trB4']"
2845,TAT_gene,c,"['TAT, SOLUBLE']"
2846,TAX1BP3_gene,c,['TIP-1']
2847,TAZ_gene,c,['G4.5']
2848,TBATA_gene,c,['spatial']
2849,TBC1D24_gene,c,['SKY']
2850,TBCE_gene,c,['pac2']
2851,TBCEL_gene,c,['EL']
2852,TBK1_gene,c,['NAK']
2853,TBK1_wt_Allele,d,['NAKS']
2854,TBL1X_gene,c,['EBI']
2855,TBL1XR1_gene,c,['C21']
2856,TBL1XR1_wt_Allele,c,['C21']
2857,TBPL1_gene,c,['STUD']
2858,TBPL1_wt_Allele,c,['STUD']
2859,TBRG1_gene,c,['TB-5']
2860,TBX1_wt_Allele,c,"['TGA', 'CAFS']"
2861,TBX21_gene,c,"['TBET', 'T-bet']"
2862,TBXT_gene,c,"['TRANSCRIPTION FACTOR T', 'TFT', 'T Gene']"
2863,TBXT_wt_Allele,c,['SAVA']
2864,TCAP_gene,c,['TELE']
2865,TCF12_gene,c,"['p64', 'HEB']"
2866,TCF20_gene,c,['AR1']
2867,TCF25_gene,d,['25 different transcription factors']
2868,TCF3_gene,c,['TRANSCRIPTION FACTOR 3']
2869,TCF4_gene,d,['IRF-4 transcriptional']
2870,TCF4_gene,c,['E2-2']
2871,TCFL5_gene,d,["Cha's classification"]
2872,TCHH_gene,c,"['THL', 'THH']"
2873,TCHP_gene,c,['TpMs']
2874,TCIM_gene,c,"['TC-1', 'TC1']"
2875,TCL1A_gene,c,"['LYMPHOMA/LEUKEMIA, T-CELL']"
2876,TCL4_gene,c,['T cell leukemia/lymphoma 4']
2877,TCN1_gene,c,"['TC I', 'TC1', 'TCI']"
2878,TCN2_gene,c,['TC2']
2879,TCOF1_gene,c,['TCS']
2880,TCTN1_gene,c,['TECTONIC']
2881,TDGF1_gene,c,"['CRIPTO GROWTH FACTOR', 'CR-1', 'CRIPTO\t']"
2882,TDGF1P2_gene,c,['CR-2']
2883,TDGF1P3_gene,c,['CR-3']
2884,TDGF1P4_gene,c,['CR-4']
2885,TDGF1P5_gene,c,['CR-5']
2886,TDGF1P7_gene,c,['CR-7']
2887,TDH_gene,c,['TDH']
2888,TDRD9_gene,c,['HLS']
2889,TECR_gene,c,"['TER', 'SC2']"
2890,TEK_wt_Allele,d,"['Lab-Tek', 'LIA-TEK', 'Lia Tek', 'Toba Tek ', 'Lia Tek-111']"
2891,TENM2_gene,c,['Ten-M2']
2892,TENT4A_gene,c,['POLS']
2893,TEP1_gene,c,['TP1']
2894,TES_gene,c,"['TES', 'TESTIN']"
2895,TET1_gene,c,['LCX']
2896,TFCP2_gene,c,['CP2']
2897,TFDP1_gene,d,"['DP', 'HLA-DP', 'DPB1.', 'DPB1']"
2898,TFDP3_gene,c,['DP4']
2899,TFG_gene,c,['TFG']
2900,TFPI_gene,c,['TFI']
2901,TFPI_gene,d,['TFPI-2']
2902,TFRC_wt_Allele,c,"['T9', 'TR']"
2903,TG_gene,c,['TGN']
2904,TG_wt_Allele,c,['TGN']
2905,TGFB1I1_gene,c,['ANDROGEN RECEPTOR COACTIVATOR']
2906,TGM1_gene,d,"['(TGase-4', 'TGase-4']"
2907,TGM2_gene,c,['TGC']
2908,TGM3_gene,c,['TGE']
2909,TGM4_gene,c,['TGP']
2910,TGM5_gene,c,['TGX']
2911,TGM6_gene,c,"['TGY', 'TG6']"
2912,TH_gene,c,['TH']
2913,THBS1_gene,d,"['HAM/TSP', 'non-HAM/TSP', 'TSP/HAM']"
2914,THEMIS_gene,c,['SPOT']
2915,THEMIS2_gene,c,['ICB1']
2916,THPO_wt_Allele,c,['ML']
2917,THRA_gene,c,['THRA']
2918,THUMPD1_gene,c,['Tan1']
2919,THY1_gene,d,"['Thy1.2', 'Thy1.1+', 'Thy1.2+']"
2920,TICRR_gene,c,['SLD3']
2921,TIE1_wt_Allele,c,['TIE Gene']
2922,TIMM8B_gene,d,['Ddp2']
2923,TIRAP_gene,c,['wyatt']
2924,TJAP1_gene,c,['PILT']
2925,TLE5_gene,c,['AES']
2926,TLN1_gene,c,['TALIN']
2927,TLR4_gene,c,['TOLL']
2928,TLR6_gene,d,['6-hour in vitro stimulation with Toll-like receptor ']
2929,TLX1NB_gene,c,['TDI']
2930,TLX2_gene,c,['NCX']
2931,TMBIM4_gene,c,['GAAP']
2932,TMBIM6_gene,c,['BI-1']
2933,TMC1_gene,c,['TMC1']
2934,TMC6_gene,c,['EV1']
2935,TMED5_gene,c,['p28']
2936,TMEM11_gene,c,['PM1']
2937,TMEM121_gene,c,['hole']
2938,TMEM131_gene,c,['YR-23']
2939,TMEM132D_gene,c,['MOLT']
2940,TMEM135_gene,c,['TRANSMEMBRANE PROTEIN 135']
2941,TMEM17_gene,c,['TRANSMEMBRANE PROTEIN 17']
2942,TMEM206_gene,c,['PAC']
2943,TMEM235_gene,c,['transmembrane protein 235']
2944,TMEM245_gene,c,['CG-2']
2945,TMEM26_gene,c,['TRANSMEMBRANE PROTEIN 26']
2946,TMEM37_gene,c,['PR1']
2947,TMEM44_gene,c,['transmembrane protein 44']
2948,TMEM50A_gene,c,['SMALL MEMBRANE PROTEIN 1\t']
2949,TMEM54_gene,c,['CAC-1']
2950,TMEM59_gene,c,['LIVER MEMBRANE PROTEIN']
2951,TMEM60_gene,c,['transmembrane protein 60']
2952,TMEM63C_gene,c,['CSC1']
2953,TMEM97_gene,c,['TRANSMEMBRANE PROTEIN 97']
